species,slug,taxon_id,photo_id,source,lat,lon,split
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,677457937,inat_api,42.2686042786,-83.0700302124,val
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,677415462,inat_api,40.01644947,-83.09670927,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,677369792,inat_api,44.7075292,-76.3177101997,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,677458703,inat_api,40.0265709,-75.0800626,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,677302240,inat_api,40.426940918,-79.9630432129,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,677412739,inat_api,43.6539616667,-79.4143616667,val
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,677382997,inat_api,43.6734822293,-79.4338982008,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,677322040,inat_api,41.622763914,-72.6506379078,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,677273861,inat_api,40.7008650099,-73.8554282114,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,677356894,inat_api,40.1453138333,-83.0498361667,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,677222396,inat_api,40.4106466667,-74.0076972167,val
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,677234306,inat_api,43.7001037598,-79.3057098389,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,677281353,inat_api,43.4124453779,-79.7631910443,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,677195121,inat_api,42.9777822,-82.4023937,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,677288616,inat_api,42.4295616667,-72.6563033333,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,677200952,inat_api,42.4451953318,-76.4841841534,val
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,677185223,inat_api,35.4889883228,-92.1077030897,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,677217983,inat_api,39.5653716667,-79.4267883333,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,677206359,inat_api,45.4368633333,-75.6989133333,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,677219006,inat_api,45.3758581713,-80.1115420287,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,677190527,inat_api,43.7811977188,-79.2815983973,val
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,677129926,inat_api,42.3414166667,-71.372405,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,677089583,inat_api,44.0917650027,-76.8563309699,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,677166364,inat_api,44.6726133333,-74.9805533333,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,677131582,inat_api,38.8885706447,-76.5526940162,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,677096445,inat_api,40.5837472222,-86.6776694444,val
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,677060820,inat_api,43.5049186752,-80.1846498162,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,677052718,inat_api,44.334903,-78.316145,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,677086813,inat_api,43.7425765654,-79.8002644241,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676911799,inat_api,43.7765061667,-79.1782806361,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,677125916,inat_api,45.5375416667,-73.1495583333,val
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676920183,inat_api,43.7556638889,-79.3338777778,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676902877,inat_api,41.3178583333,-85.5302883333,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,677083905,inat_api,40.0519222222,-75.2293638889,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,677189461,inat_api,43.4085265371,-79.75018513,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676901324,inat_api,41.6191667696,-91.5490031038,val
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676767245,inat_api,41.86525,-73.4335633333,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676800991,inat_api,41.4898048,-81.290156,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676731428,inat_api,40.2765383333,-74.9964366667,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676912639,inat_api,33.7803333333,-84.402855,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676721194,inat_api,33.7761080722,-84.4021538063,val
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676717054,inat_api,43.0774305,-87.981095,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676329245,inat_api,41.3362897436,-81.4622296612,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676763252,inat_api,39.9001554687,-76.7193092956,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676485467,inat_api,41.5592083333,-90.537025,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676755271,inat_api,41.74818246,-88.0798995832,val
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676762078,inat_api,40.4054735911,-80.1925360979,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676220345,inat_api,41.3572799446,-70.7074901462,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676129395,inat_api,39.5558347,-89.2670291,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676225013,inat_api,41.6531957997,-71.2680399997,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676658987,inat_api,43.185375,-71.7624883333,val
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676160686,inat_api,39.7391549538,-84.011027324,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676100979,inat_api,36.223834959,-95.9037014795,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676120020,inat_api,40.4314820679,-79.9070010334,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676049913,inat_api,41.4817308142,-70.6023500386,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676127611,inat_api,46.0589710087,-64.7943434492,val
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676322492,inat_api,44.5045045,-96.5329449997,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676030736,inat_api,39.9850083333,-75.2627633333,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676021205,inat_api,41.2354631052,-75.8106868342,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676009115,inat_api,39.6646361111,-77.5335166667,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675948152,inat_api,41.4383555556,-82.0515861111,val
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675954422,inat_api,41.3065624718,-81.5521772767,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675802767,inat_api,42.9340277801,-88.4704417979,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675827997,inat_api,43.0348268922,-88.3904687587,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675802730,inat_api,43.0023986241,-88.2497674212,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675860602,inat_api,45.5366668512,-73.6000638479,val
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675793042,inat_api,35.6434166172,-78.6825681309,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676077336,inat_api,42.7650258903,-87.8261193233,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676023408,inat_api,43.7207518237,-79.4617162281,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675750835,inat_api,42.9622244186,-78.8560673768,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675708724,inat_api,41.0711694777,-81.448552385,val
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675732316,inat_api,39.402723,-84.5852005997,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676159825,inat_api,41.175149862,-85.1353272445,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675666340,inat_api,39.2905023,-76.6104072,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675696477,inat_api,44.0706385873,-92.1015852704,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675740853,inat_api,43.026693808,-81.2307550013,val
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675698657,inat_api,33.776097768,-84.3232879323,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675718040,inat_api,37.0267195,-88.674125,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675590296,inat_api,38.74147,-94.52375,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675593064,inat_api,43.0361814415,-73.7987401731,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675582789,inat_api,38.8689175217,-90.1817894448,val
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675594873,inat_api,40.0084916667,-82.9885416667,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675663390,inat_api,37.5975333333,-77.472105,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675645135,inat_api,43.5377728159,-80.2137119188,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675574639,inat_api,45.5484166667,-73.59662,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675629829,inat_api,39.72723,-104.9274883333,val
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675532783,inat_api,33.1676990226,-86.8115522767,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675573668,inat_api,44.8926116667,-93.5102166667,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675490816,inat_api,40.2371883333,-77.2799833333,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675499298,inat_api,42.4588694444,-76.493175,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675588125,inat_api,29.583125,-95.1003583333,val
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675506170,inat_api,41.4729278259,-71.5146452934,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675550871,inat_api,40.2710265,-77.1141781,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675542981,inat_api,42.4738616667,-76.4499283333,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675430377,inat_api,41.5056716667,-82.0096666667,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675416409,inat_api,39.4015936301,-79.189449038,val
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675425631,inat_api,43.5871083333,-79.6845305556,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675635598,inat_api,36.4774672515,-79.1054550558,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675497669,inat_api,42.0848350525,-76.3246002197,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675162095,inat_api,43.5497292275,-79.6336987773,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675411139,inat_api,41.039100647,-85.2637252808,val
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675096831,inat_api,43.0299797058,-77.7444763184,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675025423,inat_api,40.1759269,-85.4963568,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675472448,inat_api,39.2730255127,-94.5602722168,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675455472,inat_api,33.4193267822,-86.6982650757,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675133450,inat_api,43.1735611111,-87.8846194444,val
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675020092,inat_api,40.1752055117,-85.4986205844,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675025361,inat_api,40.1759269,-85.4963568,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,674946106,inat_api,43.0455589062,-87.9866967817,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675084918,inat_api,39.8151147882,-84.326516968,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,674908742,inat_api,41.1884345829,-73.8719157056,val
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,674856262,inat_api,43.1126583333,-77.6018194444,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675110536,inat_api,35.909378343,-95.2271673828,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,674799600,inat_api,41.9535598755,-71.7043838501,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,674628868,inat_api,39.7662089,-86.1757897,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,674798109,inat_api,43.4883853465,-80.457667203,val
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,674798461,inat_api,43.3522864101,-79.8209923133,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675635257,inat_api,33.790275,-84.312055,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,674795251,inat_api,44.9845924377,-93.2389373779,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,674972020,inat_api,43.0274005068,-81.7798829056,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,674699887,inat_api,41.472883315,-71.5152266688,val
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,674716671,inat_api,36.91552,-82.6325383333,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,674691879,inat_api,41.54769494,-76.01484797,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,674634480,inat_api,33.827805,-78.9316866667,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,674615092,inat_api,39.7173824288,-75.7322481603,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,674789269,inat_api,43.7162284851,-79.3369445801,val
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,674766823,inat_api,34.0108126993,-81.5061024118,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,674479501,inat_api,39.402897,-84.5850666,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,674417012,inat_api,43.5623855589,-79.6659393308,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,674734362,inat_api,43.6582853692,-79.43143076,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,674390509,inat_api,42.9791835997,-81.2993172997,val
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,674377791,inat_api,43.5223137613,-79.6725605016,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,674440754,inat_api,45.0218278333,-72.721795,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,674397170,inat_api,44.5133188,-88.0132958,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,674575077,inat_api,45.0431388333,-93.2832216667,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,674387765,inat_api,38.8165369029,-90.1196121052,val
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,674345076,inat_api,49.9084824997,-97.0676358997,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,674354413,inat_api,39.1073221667,-84.3509,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,674372479,inat_api,41.89198,-70.5396366667,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,674377706,inat_api,44.4756583333,-78.3422,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,674257567,inat_api,45.5595344329,-76.2882739026,val
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,674283636,inat_api,41.2029633333,-73.64088,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,674266409,inat_api,41.307617,-80.7482909722,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,674233835,inat_api,39.98957,-74.8516383333,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,674231914,inat_api,44.474025,-78.3443833333,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,674198920,inat_api,32.7414634299,-97.1716703531,val
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,674249279,inat_api,33.8059466667,-95.7333833333,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,674247511,inat_api,45.5260734444,-73.7486190556,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,674175609,inat_api,43.3693329624,-88.0372747089,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,674187101,inat_api,42.0732778333,-71.4729616667,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,674154131,inat_api,43.4029214883,-88.0039583724,val
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,674185381,inat_api,39.9383965713,-82.8116504076,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,674107170,inat_api,39.9999866667,-83.0833138333,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,674325292,inat_api,41.3206283333,-75.9577866667,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,674151414,inat_api,43.06326675,-89.4202270278,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,674060259,inat_api,38.9039173058,-76.9931832701,val
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,674078473,inat_api,44.4913883333,-88.0139,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,674046773,inat_api,30.5345472222,-84.2852388889,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,674346701,inat_api,40.1330932272,-82.9524179196,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,673978588,inat_api,39.8344163457,-84.2632312608,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,673928427,inat_api,41.1286617624,-81.3545480456,val
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,674137324,inat_api,44.2591333333,-88.4093866667,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,673895534,inat_api,42.4961189009,-96.4637405053,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,674070307,inat_api,41.3028333333,-72.2445133333,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,674040577,inat_api,43.1540249203,-79.2560992848,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,673677608,inat_api,45.3009,-70.1071,val
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,673706088,inat_api,40.7555416667,-84.1081555,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,673847001,inat_api,43.8224401202,-91.2258409883,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,673836834,inat_api,40.1952966667,-77.1162111667,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,673738199,inat_api,32.8951115477,-97.5458566099,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,673605426,inat_api,42.9827300348,-89.5471408226,val
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,673675997,inat_api,40.2119616667,-74.6098166667,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,673605195,inat_api,44.2721540791,-69.7647486627,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,673953337,inat_api,33.4717107946,-84.079402139,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,673605864,inat_api,41.4732835,-71.5126161997,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,673595968,inat_api,39.3273765808,-94.9435989561,val
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,673600352,inat_api,41.8242651997,-72.9710871,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,673626142,inat_api,42.2664003,-82.7690460997,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,673600636,inat_api,43.3952966667,-80.4785533333,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,673627781,inat_api,44.9329900311,-93.4762917459,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,673577776,inat_api,42.8156366667,-70.889175,val
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,673588100,inat_api,46.8959978,-96.807614,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,673576253,inat_api,45.5583267893,-73.531576716,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,673583516,inat_api,40.3543194444,-80.0496972222,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,673585100,inat_api,38.9512166667,-77.2538533333,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,673568980,inat_api,43.5575450806,-79.6276869333,val
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,673553672,inat_api,43.1395519489,-77.5640282195,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,673568119,inat_api,43.5497292275,-79.6336987773,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,673543686,inat_api,43.8921583333,-79.4631666667,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,673518984,inat_api,41.1692671428,-81.3766839676,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,673530594,inat_api,32.8490352803,-97.4871495596,val
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,673571133,inat_api,42.6042002788,-71.6168197682,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,673576853,inat_api,42.9287055556,-73.6563777778,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,673479937,inat_api,45.4801241358,-73.8157159573,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,673604527,inat_api,41.4733654997,-71.5126357,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,673485692,inat_api,44.0123617014,-79.4576638528,val
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,673502976,inat_api,43.51346134,-79.64959091,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,673524432,inat_api,40.8554761716,-73.5215827945,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,673484112,inat_api,43.5382783333,-80.2182533333,train
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,673475662,inat_api,43.7792778015,-79.1334762573,train
Oecophylla smaragdina,oecophylla-smaragdina,117293,677101624,inat_api,1.4177464,103.8461516,val
Oecophylla smaragdina,oecophylla-smaragdina,117293,677400067,inat_api,22.4203740202,114.0764341108,train
Oecophylla smaragdina,oecophylla-smaragdina,117293,677170943,inat_api,4.526647486,101.104979281,train
Oecophylla smaragdina,oecophylla-smaragdina,117293,676978370,inat_api,-12.4104883333,132.9572383333,train
Oecophylla smaragdina,oecophylla-smaragdina,117293,676990061,inat_api,-12.6529368705,131.3378871605,train
Oecophylla smaragdina,oecophylla-smaragdina,117293,677421484,inat_api,-16.8780690321,145.7310193777,val
Oecophylla smaragdina,oecophylla-smaragdina,117293,677101752,inat_api,1.4177464,103.8461516,train
Oecophylla smaragdina,oecophylla-smaragdina,117293,676942778,inat_api,14.5642338974,120.9936077893,train
Oecophylla smaragdina,oecophylla-smaragdina,117293,677039216,inat_api,26.6584579436,92.7431420982,train
Oecophylla smaragdina,oecophylla-smaragdina,117293,676921770,inat_api,1.3042087,103.8606541,train
Oecophylla smaragdina,oecophylla-smaragdina,117293,676823155,inat_api,-14.3,132.4666667,val
Oecophylla smaragdina,oecophylla-smaragdina,117293,676656463,inat_api,9.76303,76.2846579722,train
Oecophylla smaragdina,oecophylla-smaragdina,117293,676941198,inat_api,1.4987901353,125.241085442,train
Oecophylla smaragdina,oecophylla-smaragdina,117293,676597140,inat_api,7.4846281087,80.0078775734,train
Oecophylla smaragdina,oecophylla-smaragdina,117293,676464162,inat_api,-12.46568,131.04914,train
Oecophylla smaragdina,oecophylla-smaragdina,117293,676550316,inat_api,1.3801295996,103.9516912401,val
Oecophylla smaragdina,oecophylla-smaragdina,117293,676551673,inat_api,1.4142284164,103.8427612878,train
Oecophylla smaragdina,oecophylla-smaragdina,117293,676378035,inat_api,-12.8661616667,132.8138,train
