photo_id,observation_uuid,species,slug,taxon_id,category,lat,lon,source,sha256,created_at,blur_score
686114831,c58cff18-8783-4322-9209-4b5c4d9bc2a2,Anoplolepis gracilipes,anoplolepis-gracilipes,123386,known_holdout,12.7435722222,77.4993333333,inat_api_calibration,6ade6d54cd2c96409c1fe5e4627e50c0a58b673372b1b9e5f71dc4f25d62a878,2026-06-26T01:30:55+05:30,788.0385036232653
686137269,be458dc1-a9e8-4d41-ae04-e9fb35d4c064,Anoplolepis gracilipes,anoplolepis-gracilipes,123386,known_holdout,12.7434194444,77.4991916667,inat_api_calibration,82c26144983b8142b1dc211c442ca72003abb8ad579c2d4816dd99b2ed879bd5,2026-06-26T02:14:01+05:30,481.2598166239979
686295758,b3a0dfa5-6d6c-418e-95ed-9ee989231b6d,Anoplolepis gracilipes,anoplolepis-gracilipes,123386,known_holdout,19.0641945,-155.805725,inat_api_calibration,1c692c3d93ce85b749bf24365db854d3cf9764123b9e7d6c138c4a6390ac68b5,2026-06-25T16:33:26-10:00,2177.507211071256
686330229,53db9489-ec9f-4e82-af6f-1c3c7f854858,Anoplolepis gracilipes,anoplolepis-gracilipes,123386,known_holdout,-19.3122131997,146.7571963997,inat_api_calibration,db0903af3305d7ab9d6f767967d431c81ec2e14bbc400adf2dd666f79c896203,2026-06-26T14:14:07+10:00,536.5496782628587
686330220,2b5122a2-feac-4504-8f94-e33f837987a7,Anoplolepis gracilipes,anoplolepis-gracilipes,123386,known_holdout,-19.3122131997,146.7571963997,inat_api_calibration,f53a5c84b2962ec0b75aaf167d1ecf780ac0dba3c764573b68f27023a40095bc,2026-06-26T14:14:07+10:00,920.3247223096631
686330223,055e29cb-8904-43c5-879e-ca95d1877e7b,Anoplolepis gracilipes,anoplolepis-gracilipes,123386,known_holdout,-19.3122131997,146.7571963997,inat_api_calibration,a37c9336bcda002146cd7b0ed02c17ab9294bc935dce5727970b15fd481f59f2,2026-06-26T14:14:08+10:00,2106.587843205066
683643273,d0517900-59f8-4e88-8386-aafdfed387a8,Atta mexicana,atta-mexicana,300315,known_holdout,18.9950498758,-99.4544323098,inat_api_calibration,a006a401f3b4e115cf82c30a7a090bf4649b1aa1ab9ae74d01336aed6df9d41e,2026-06-21T13:41:54-06:00,3723.8451971046984
683802357,685fff43-4133-436c-b401-78d0bbd05fd9,Atta mexicana,atta-mexicana,300315,known_holdout,24.0826945497,-104.62003599,inat_api_calibration,e7967b2a5e8611b3863a1ccde0c3d9de3c0384d735d2c64c81e393477b4125a5,2026-06-21T18:04:13-06:00,842.4252997283596
683931432,41ebd729-13d6-4073-9deb-38ddb39a3de9,Atta mexicana,atta-mexicana,300315,known_holdout,18.4505081304,-101.4465790987,inat_api_calibration,859866a990d93c7798a3cefd46088c6a2e09d98c4c3d2c0b198cdc021b5539c5,2026-06-21T21:41:42-06:00,765.2626082485559
683924410,5449b4de-11ec-46db-af68-ec236bc538bb,Atta mexicana,atta-mexicana,300315,known_holdout,18.9563125473,-98.0174254999,inat_api_calibration,8b87b1befb1ed22609f1eb37e2ec68fcf110c443e881b9f824c2bba4afda1b96,2026-06-21T22:18:44-06:00,4888.0209413908515
683927616,121d4762-b0ca-4293-8b39-e1f4ab222e7f,Atta mexicana,atta-mexicana,300315,known_holdout,19.3368650237,-102.3624817282,inat_api_calibration,2eb91753a396fc278711fe6cc5d906a86103c26a2e66dc942a60091b936bca69,2026-06-21T22:28:33-06:00,2753.748316000513
683939883,27e3a5b2-0e46-475f-93ab-fe3048420a13,Atta mexicana,atta-mexicana,300315,known_holdout,18.9231679707,-99.2446491122,inat_api_calibration,52edc3df65516609118620f28c5bb0659d255a7f673eb99e553661bf9635166f,2026-06-21T23:06:55-06:00,593.9740652278683
695258339,0bab9f08-0609-4c3a-8637-b0cfcbeaaabc,Atta texana,atta-texana,151794,known_holdout,30.1232734518,-98.0315889046,inat_api_calibration,6cb5a7c969a422b709ad38e20c05ecba562a8a22d78f1ebfb2d70a03b5f08cab,2026-07-10T12:20:44-05:00,8159.605394283317
695829895,b33f571d-579d-492d-9c47-9115eb871f65,Atta texana,atta-texana,151794,known_holdout,29.2925135995,-98.2065337511,inat_api_calibration,c2ee2bb1de63c7aed20e6372cea603696c2ff3eaa937506b9d20306d3e9d7e8b,2026-07-11T10:42:18-05:00,4912.544675245399
696230340,a52e4910-6018-49ef-82d6-d9675de6b74d,Atta texana,atta-texana,151794,known_holdout,26.3327795787,-98.2452432811,inat_api_calibration,457a1fd8cb5925e2a59b36a3aa62edc156938959099e5fe2ce7af1455b3ab93d,2026-07-11T22:25:34-05:00,680.4771566083053
696603630,51a059b9-8342-4f52-94d8-753d85f3b8ad,Atta texana,atta-texana,151794,known_holdout,30.9179633333,-93.2873466667,inat_api_calibration,53f94cce81b6078869f6f4d0f26aeced4e833b5222ca9e0d960e78e603be39e3,2026-07-12T12:49:58-05:00,590.6317344584843
699253649,8fe17d61-6940-4af6-aa34-cdca54f58712,Atta texana,atta-texana,151794,known_holdout,29.4075415927,-100.905587433,inat_api_calibration,394f02fe609b18a026dd6029b1539ca936e389e5498246133e37cbe1d5c61483,2026-07-16T17:36:59-05:00,1094.1845440736038
699286926,e01dd83e-21cc-4ef8-a04e-a68a8d6082cb,Atta texana,atta-texana,151794,known_holdout,28.7217366667,-97.17498,inat_api_calibration,b4768490b048606638318f0de6bf4d247c20752bd1bab83a320a88c19367d49a,2026-07-16T18:57:08-05:00,5598.565828814227
691427447,837500ff-4b17-4451-bab8-f9d54354ae8a,Brachymyrmex patagonicus,brachymyrmex-patagonicus,356419,known_holdout,33.370845,-112.0882111667,inat_api_calibration,fa30d73cd30faed3109a34dc487628ab27857d9168598360445ac1ac9cc21ec9,2026-07-04T07:59:43-07:00,96.64250767939457
691523427,51fcbffe-3b0e-4803-a813-0166561ef254,Brachymyrmex patagonicus,brachymyrmex-patagonicus,356419,known_holdout,33.21941914,-117.28948682,inat_api_calibration,c69aa016076176ab759d8e842442c175ab07ae0a9ee49e91236c23f1535a9875,2026-07-04T10:38:55-07:00,2572.6309460500843
691577975,0604bc51-a336-4bbc-9d52-a9908d9acf1e,Brachymyrmex patagonicus,brachymyrmex-patagonicus,356419,known_holdout,34.1973123512,-118.4016915419,inat_api_calibration,e6a3b8dced500566793711ea69cd16e2deadbc7d0235e12998af4dcbbe5baa78,2026-07-04T12:25:41-07:00,491.2385882258289
692081660,59fd0248-3680-4fe3-aa1a-f3c693084525,Brachymyrmex patagonicus,brachymyrmex-patagonicus,356419,known_holdout,32.2557133333,-110.9488366667,inat_api_calibration,470cecdfebe47f9aee481170e20934260e1cad15c53ae3276bbd5bfd56403be9,2026-07-05T07:45:16-07:00,209.55387727076442
692531809,b47f8e80-963e-46b7-bfb1-01717cfae13c,Brachymyrmex patagonicus,brachymyrmex-patagonicus,356419,known_holdout,31.19438,-81.4675866667,inat_api_calibration,a67f1d65ff7012802788206f221a55ad2f3dc5cca153c2c32db6110fc55ea5ab,2026-07-05T23:35:50-04:00,212.2623257632761
692531859,69db28d6-66a1-49f4-b7d5-33626ed3b4fe,Brachymyrmex patagonicus,brachymyrmex-patagonicus,356419,known_holdout,31.1944983333,-81.4675883333,inat_api_calibration,b0fd4e676061721021d01fb5eb353eb676996af5c3af578f7a6ba7da80a9f186,2026-07-05T23:35:51-04:00,51.958494801380596
681192955,d5645ff1-0321-4a30-9231-95a061e355ec,Camponotus castaneus,camponotus-castaneus,129272,known_holdout,39.2135424064,-77.5440820228,inat_api_calibration,4a46c7d2e756ca79cc74064d329b98d71de95e83c44b8676b794603f72011c00,2026-06-17T19:00:49-04:00,1307.4439251977115
681202471,7412c4fc-fb09-4e70-9fe7-3b989fd54a58,Camponotus castaneus,camponotus-castaneus,129272,known_holdout,37.49947,-77.6442633333,inat_api_calibration,68360d155716c3362267b29d065b41f87f561a4a5656c2d2b48302486ceb853b,2026-06-17T19:23:31-04:00,267.77310014511943
681663776,31fac4ab-fb3f-42b6-b682-322236474819,Camponotus castaneus,camponotus-castaneus,129272,known_holdout,39.9283218384,-91.4050064087,inat_api_calibration,db7438a566eb5a4b08e7b2c6dc3088d372f09e195d83048b3ad7c30d3d5090e7,2026-06-17T18:25:03-05:00,1440.2822659434735
681213059,8b8502d5-35aa-4424-be04-252fa87169ee,Camponotus castaneus,camponotus-castaneus,129272,known_holdout,39.1480697681,-76.8888684776,inat_api_calibration,81b5dc7cf54f30c9fd40cf95abf899bb61d2356f1365079cb933f0c94b8612f7,2026-06-17T19:45:39-04:00,276.493107994997
681202592,b4eb3829-b019-41ef-89ad-228d1e37d44c,Camponotus castaneus,camponotus-castaneus,129272,known_holdout,28.5008847988,-82.526427322,inat_api_calibration,5d67d23765cdb53d3b6bf58b1b986a7012ec05d2740a991a3d348e90b1c99550,2026-06-17T19:48:13-04:00,262.2375660932796
681219018,049e8642-a286-4911-93f1-144576b2c742,Camponotus castaneus,camponotus-castaneus,129272,known_holdout,37.37421438,-77.209187356,inat_api_calibration,a4ccc5704a60e0918d59827c8431b3bf9f9ebb669519c35bd18da7df42535f30,2026-06-17T19:59:00-04:00,1207.5324774854676
681131327,b73e6752-a1c5-4577-ac06-712efb07ae11,Camponotus chromaiodes,camponotus-chromaiodes,62780,known_holdout,35.4878245459,-83.7573027261,inat_api_calibration,190252c9f646c2c349b2ea9fabbbe42d388a2be076b089c9959e69075cc223f6,2026-06-17T17:01:49-04:00,3773.622750946445
